44	19506	friend	-6
71	19506	x-girlfriend	-6
96	19506	lovers	-6
256	19506	friends	18
45	21962	married	-6
97	21962	friends	-6
144	21962	colleagues	23
150	21962	lovers	-6
43	26909	friend	-6
65	26909	explanation	-6
95	26909	friends	29
32	20430	friend	-6
59	20430	freinds	-6
83	20430	friends	25
197	10410	friends	20
227	10410	i don't know	-6
238	10410	friend	-6
252	10410	family	-6
57	23826	couple	-6
64	23826	any related people	-7
193	23826	friends	60
103	30304	friends	16
162	30304	coworkers	-6
216	30304	friend	-6
186	40360	friends	19
287	40360	collegues	-6
191	20918	friends	-6
212	20918	collegues	-6
225	20918	colleagues	24
36	661	mother	-6
89	661	friends and family	-6
138	661	mom and daughter	17
151	661	family and friends	-6
55	37715	friends	44
190	37715	freinds	-6
239	37715	family	-7
54	23187	friends	48
171	23187	colleagues	-6
230	23187	family	-6
194	26640	friends	23
214	26640	neighborhood	-6
271	26640	friend	-6
180	9835	friends	27
209	9835	friend	-6
249	9835	firends	-6
106	1488	couple	-6
131	1488	friends	-6
165	1488	lovers	15
153	22718	friends	28
231	22718	freind	-6
261	22718	frienss	-6
74	3278	friends	23
129	3278	couple	-6
240	3278	freinds	-7
177	32076	friends	32
207	32076	friend	-6
234	32076	housemate	-6
126	15249	friends	17
164	15249	women's friend and boyfriend	-5
266	15249	colleagues	-6
198	1544	interviewer and interviewee	31
217	1544	people	-6
219	1544	related person	-6
38	7499	friend	-6
91	7499	friends	-6
142	7499	married	-6
265	7499	lovers	15
56	27572	twin	-6
63	27572	friends	-6
179	27572	sister	-6
241	27572	twins	21
289	27572	freinds	-6
196	2221	friends	29
272	2221	friend	-6
282	2221	solo	-6
156	29156	couple	19
259	29156	girl friend and boy friend	-6
260	29156	lovers	-6
73	30529	dealers	-6
102	30529	friends	-6
130	30529	seller and buyer	16
84	19158	friends	20
133	19158	friend	-6
167	19158	broken couple	-6
42	37080	friend	-6
51	37080	friends	47
149	37080	colleagues	-6
108	29033	friends	18
233	29033	family	-6
267	29033	freinds	-6
29	30139	friends	28
50	30139	colleagues	-6
135	30139	colleagues or friends	-6
244	30139	couple	-6
76	29934	couple	-6
81	29934	friends	-6
112	29934	lovers	26
75	24598	couple	-6
80	24598	frineds	-6
111	24598	friends	24
273	24598	husband and wife	-6
62	6365	friends	35
110	6365	friend	-6
140	6365	fridend	-6
290	6365	student attending same class	-6
35	2584	business relationship	-6
88	2584	family	-6
136	2584	friends and guests	11
137	2584	friends	-6
246	2584	couple	-6
181	23498	friends	29
210	23498	friend	-6
250	23498	firends	-6
182	23211	friends	30
235	23211	friend	-6
242	23211	friends.	-6
77	20901	colleagues	-6
113	20901	friends	-6
201	20901	colleague and friend	7
285	20901	boss	-6
100	10644	colleagues	-6
211	10644	business competitor. friend	-6
274	10644	colleagues and friends	6
34	28409	friend	-6
87	28409	friends	36
278	28409	couple	-6
125	19602	friends	-6
163	19602	wife and husband	17
185	19602	couple	-6
176	20782	friends	28
206	20782	friend	-6
258	20782	potential love interests	-6
33	28633	girlfriend	-6
49	28633	couple	42
61	28633	lovers	-6
245	28633	friend	-6
53	22392	couple	-6
60	22392	friends	22
124	22392	friedns	-6
37	18473	boyfriend	-6
90	18473	friends and lovers	17
139	18473	couple	-6
247	18473	interested in the same man	-6
264	18473	friends	-6
104	17050	couple	-6
220	17050	husband and wife	12
229	17050	lovers	-6
192	23234	couple	-6
213	23234	friends	30
226	23234	friens	-6
195	40655	friends	18
215	40655	related people	-6
46	20220	boy firend	-6
98	20220	friends	-6
257	20220	lovers	7
187	36698	lovers	7
189	36698	friend	-6
105	13459	couple	-6
115	13459	lovers	-6
221	13459	two couples	11
222	13459	girl friend and boy firend	-6
39	33062	friend	-6
92	33062	friends	-6
152	33062	friends and lovers	-6
248	33062	couples	-6
269	33062	family and friends	16
178	11692	friemds	-7
208	11692	friend	-6
224	11692	friends	32
67	30300	friends	38
114	30300	family	-6
141	30300	colleague	-6
291	30300	couple friends	-6
101	723	lovers	11
277	723	friends	-6
47	18439	friend	-6
99	18439	frineds	-6
146	18439	friends	30
107	36365	couple	-6
116	36365	lovers	-6
132	36365	friends	16
128	1004	couple	11
159	1004	couples	-6
170	1004	lover	-6
276	1004	married couple	-6
174	19229	frineds	-8
204	19229	friend	-6
223	19229	friends	22